Timestamp,Heart rate
2021-02-09 12:00:00,78.0
2021-02-09 12:02:00,78.0
2021-02-09 12:04:00,84.0
2021-02-09 12:06:00,79.0
2021-02-09 12:08:00,73.0
2021-02-09 12:10:00,84.0
2021-02-09 12:12:00,69.0
2021-02-09 12:14:00,85.0
2021-02-09 12:16:00,80.0
2021-02-09 12:18:00,78.0
2021-02-09 12:20:00,67.0
2021-02-09 12:22:00,65.0
2021-02-09 12:24:00,67.0
2021-02-09 12:26:00,84.0
2021-02-09 12:28:00,68.0
2021-02-09 12:30:00,75.0
2021-02-09 12:32:00,80.0
2021-02-09 12:34:00,78.0
2021-02-09 12:36:00,74.0
2021-02-09 12:38:00,72.0
2021-02-09 12:40:00,77.0
2021-02-09 12:42:00,79.0
2021-02-09 12:44:00,76.0
2021-02-09 12:46:00,83.0
2021-02-09 12:48:00,88.0
2021-02-09 12:50:00,93.0
2021-02-09 12:52:00,100.0
2021-02-09 12:54:00,88.0
2021-02-09 12:56:00,84.0
2021-02-09 12:58:00,73.0
2021-02-09 13:00:00,91.0
2021-02-09 13:02:00,85.0
2021-02-09 13:04:00,94.0
2021-02-09 13:06:00,96.0
2021-02-09 13:08:00,83.0
2021-02-09 13:10:00,81.0
2021-02-09 13:12:00,98.0
2021-02-09 13:14:00,90.0
2021-02-09 13:16:00,109.0
2021-02-09 13:18:00,93.0
2021-02-09 13:20:00,95.0
2021-02-09 13:22:00,93.0
2021-02-09 13:24:00,82.0
2021-02-09 13:26:00,92.0
2021-02-09 13:28:00,86.0
2021-02-09 13:30:00,78.0
2021-02-09 13:32:00,92.0
2021-02-09 13:34:00,97.0
2021-02-09 13:36:00,96.0
2021-02-09 13:38:00,134.0
2021-02-09 13:40:00,108.0
2021-02-09 13:42:00,102.0
2021-02-09 13:44:00,97.0
2021-02-09 13:46:00,94.0
2021-02-09 13:48:00,92.0
2021-02-09 13:50:00,93.0
2021-02-09 13:52:00,88.0
2021-02-09 13:54:00,89.0
2021-02-09 13:56:00,91.0
2021-02-09 13:58:00,89.0
2021-02-09 14:00:00,91.0
2021-02-09 14:02:00,92.0
2021-02-09 14:04:00,91.0
2021-02-09 14:06:00,93.0
2021-02-09 14:08:00,82.0
2021-02-09 14:10:00,91.0
2021-02-09 14:12:00,86.0
2021-02-09 14:14:00,87.0
2021-02-09 14:16:00,95.0
2021-02-09 14:18:00,92.0
2021-02-09 14:20:00,95.0
2021-02-09 14:22:00,91.0
2021-02-09 14:24:00,94.0
2021-02-09 14:26:00,95.0
2021-02-09 14:28:00,82.0
2021-02-09 14:30:00,90.0
2021-02-09 14:32:00,81.0
2021-02-09 14:34:00,88.0
2021-02-09 14:36:00,79.0
2021-02-09 14:38:00,89.0
2021-02-09 14:40:00,91.0
2021-02-09 14:42:00,93.0
2021-02-09 14:44:00,95.0
2021-02-09 14:46:00,94.0
2021-02-09 14:48:00,87.0
2021-02-09 14:50:00,89.0
2021-02-09 14:52:00,89.0
2021-02-09 14:54:00,90.0
2021-02-09 14:56:00,87.0
2021-02-09 14:58:00,98.0
2021-02-09 15:00:00,79.0
2021-02-09 15:02:00,91.0
2021-02-09 15:04:00,94.0
2021-02-09 15:06:00,92.0
2021-02-09 15:08:00,92.0
2021-02-09 15:10:00,93.0
2021-02-09 15:12:00,91.0
2021-02-09 15:14:00,96.0
2021-02-09 15:16:00,97.0
2021-02-09 15:18:00,86.0
2021-02-09 15:20:00,87.0
2021-02-09 15:22:00,87.0
2021-02-09 15:24:00,91.0
2021-02-09 15:26:00,92.0
2021-02-09 15:28:00,93.0
2021-02-09 15:30:00,95.0
2021-02-09 15:32:00,95.0
2021-02-09 15:34:00,112.0
2021-02-09 15:36:00,94.0
2021-02-09 15:38:00,92.0
2021-02-09 15:40:00,91.0
2021-02-09 15:42:00,98.0
2021-02-09 15:44:00,113.0
2021-02-09 15:46:00,110.0
2021-02-09 15:48:00,101.0
2021-02-09 15:50:00,94.0
2021-02-09 15:52:00,92.0
2021-02-09 15:54:00,95.0
2021-02-09 15:56:00,98.0
2021-02-09 15:58:00,92.0
2021-02-09 16:00:00,98.0
2021-02-09 16:02:00,92.0
2021-02-09 16:04:00,98.0
2021-02-09 16:06:00,93.0
2021-02-09 16:08:00,89.0
2021-02-09 16:10:00,99.0
2021-02-09 16:12:00,107.0
2021-02-09 16:14:00,105.0
2021-02-09 16:16:00,95.0
2021-02-09 16:18:00,92.0
2021-02-09 16:20:00,96.0
2021-02-09 16:22:00,97.0
2021-02-09 16:24:00,89.0
2021-02-09 16:26:00,93.0
2021-02-09 16:28:00,96.0
2021-02-09 16:30:00,101.0
2021-02-09 16:32:00,114.0
2021-02-09 16:34:00,103.0
2021-02-09 16:36:00,102.0
2021-02-09 16:38:00,103.0
2021-02-09 16:40:00,97.0
2021-02-09 16:42:00,96.0
2021-02-09 16:44:00,87.0
2021-02-09 16:46:00,90.0
2021-02-09 16:48:00,93.0
2021-02-09 16:50:00,98.0
2021-02-09 16:52:00,98.0
2021-02-09 16:54:00,105.0
2021-02-09 16:56:00,125.0
2021-02-09 16:58:00,104.0
2021-02-09 17:00:00,134.0
2021-02-09 17:02:00,105.0
2021-02-09 17:04:00,92.0
2021-02-09 17:06:00,93.0
2021-02-09 17:08:00,94.0
2021-02-09 17:10:00,137.0
2021-02-09 17:12:00,112.0
2021-02-09 17:14:00,106.0
2021-02-09 17:16:00,110.0
2021-02-09 17:18:00,109.0
2021-02-09 17:20:00,110.0
2021-02-09 17:22:00,109.0
2021-02-09 17:24:00,119.0
2021-02-09 17:26:00,107.0
2021-02-09 17:28:00,109.0
2021-02-09 17:30:00,107.0
2021-02-09 17:32:00,107.0
2021-02-09 17:34:00,93.0
2021-02-09 17:36:00,92.0
2021-02-09 17:38:00,93.0
2021-02-09 17:40:00,113.0
2021-02-09 17:42:00,104.0
2021-02-09 17:44:00,95.0
2021-02-09 17:46:00,85.0
2021-02-09 17:48:00,82.0
2021-02-09 17:50:00,77.0
2021-02-09 17:52:00,89.0
2021-02-09 17:54:00,82.0
2021-02-09 17:56:00,85.0
2021-02-09 17:58:00,90.0
2021-02-09 18:00:00,91.0
2021-02-09 18:02:00,85.0
2021-02-09 18:04:00,85.0
2021-02-09 18:06:00,85.0
2021-02-09 18:08:00,79.0
2021-02-09 18:10:00,75.0
2021-02-09 18:12:00,85.0
2021-02-09 18:14:00,74.0
2021-02-09 18:16:00,89.0
2021-02-09 18:18:00,86.0
2021-02-09 18:20:00,88.0
2021-02-09 18:22:00,79.0
2021-02-09 18:24:00,82.0
2021-02-09 18:26:00,73.0
2021-02-09 18:28:00,81.0
2021-02-09 18:30:00,84.0
2021-02-09 18:32:00,78.0
2021-02-09 18:34:00,75.0
2021-02-09 18:36:00,83.0
2021-02-09 18:38:00,70.0
2021-02-09 18:40:00,71.0
2021-02-09 18:42:00,82.0
2021-02-09 18:44:00,89.0
2021-02-09 18:46:00,82.0
2021-02-09 18:48:00,96.0
2021-02-09 18:50:00,88.0
2021-02-09 18:52:00,92.0
2021-02-09 18:54:00,90.0
2021-02-09 18:56:00,86.0
2021-02-09 18:58:00,94.0
2021-02-09 19:00:00,92.0
2021-02-09 19:02:00,91.0
2021-02-09 19:04:00,95.0
2021-02-09 19:06:00,93.0
2021-02-09 19:08:00,92.0
2021-02-09 19:10:00,94.0
2021-02-09 19:12:00,92.0
2021-02-09 19:14:00,93.0
2021-02-09 19:16:00,93.0
2021-02-09 19:18:00,93.0
2021-02-09 19:20:00,91.0
