Timestamp,Heart rate,sleep time
2021-02-12 12:00:00,72.67160037002775,0.0
2021-02-12 12:02:00,72.66790009250694,0.0
2021-02-12 12:04:00,72.66419981498612,0.0
2021-02-12 12:06:00,72.66049953746531,0.0
2021-02-12 12:08:00,72.65679925994449,0.0
2021-02-12 12:10:00,72.65309898242369,0.0
2021-02-12 12:12:00,72.64939870490286,0.0
2021-02-12 12:14:00,72.64569842738206,0.0
2021-02-12 12:16:00,72.64199814986124,0.0
2021-02-12 12:18:00,72.63829787234043,0.0
2021-02-12 12:20:00,72.63459759481961,0.0
2021-02-12 12:22:00,72.6308973172988,0.0
2021-02-12 12:24:00,72.62719703977798,0.0
2021-02-12 12:26:00,72.62349676225718,0.0
2021-02-12 12:28:00,72.61979648473636,0.0
2021-02-12 12:30:00,72.61609620721553,0.0
2021-02-12 12:32:00,72.61239592969473,0.0
2021-02-12 12:34:00,72.6086956521739,0.0
2021-02-12 12:36:00,72.6049953746531,0.0
2021-02-12 12:38:00,72.60129509713228,0.0
2021-02-12 12:40:00,72.59759481961147,0.0
2021-02-12 12:42:00,72.59389454209065,0.0
2021-02-12 12:44:00,72.59019426456985,0.0
2021-02-12 12:46:00,72.58649398704902,0.0
2021-02-12 12:48:00,72.58279370952822,0.0
2021-02-12 12:50:00,72.5790934320074,0.0
2021-02-12 12:52:00,72.57539315448659,0.0
2021-02-12 12:54:00,72.57169287696577,0.0
2021-02-12 12:56:00,72.56799259944496,0.0
2021-02-12 12:58:00,72.56429232192414,0.0
2021-02-12 13:00:00,72.56059204440334,0.0
2021-02-12 13:02:00,72.55689176688252,0.0
2021-02-12 13:04:00,72.55319148936171,0.0
2021-02-12 13:06:00,72.54949121184089,0.0
2021-02-12 13:08:00,72.54579093432008,0.0
2021-02-12 13:10:00,72.54209065679926,0.0
2021-02-12 13:12:00,72.53839037927844,0.0
2021-02-12 13:14:00,72.53469010175763,0.0
2021-02-12 13:16:00,72.53098982423681,0.0
2021-02-12 13:18:00,72.527289546716,0.0
2021-02-12 13:20:00,72.52358926919518,0.0
2021-02-12 13:22:00,72.51988899167438,0.0
2021-02-12 13:24:00,72.51618871415356,0.0
2021-02-12 13:26:00,72.51248843663275,0.0
2021-02-12 13:28:00,72.50878815911193,0.0
2021-02-12 13:30:00,72.50508788159112,0.0
2021-02-12 13:32:00,72.5013876040703,0.0
2021-02-12 13:34:00,72.4976873265495,0.0
2021-02-12 13:36:00,72.49398704902868,0.0
2021-02-12 13:38:00,72.49028677150787,0.0
2021-02-12 13:40:00,72.48658649398705,0.0
2021-02-12 13:42:00,72.48288621646624,0.0
2021-02-12 13:44:00,72.47918593894542,0.0
2021-02-12 13:46:00,72.47548566142461,0.0
2021-02-12 13:48:00,72.47178538390379,0.0
2021-02-12 13:50:00,72.46808510638297,0.0
2021-02-12 13:52:00,72.46438482886217,0.0
2021-02-12 13:54:00,72.46068455134134,0.0
2021-02-12 13:56:00,72.45698427382054,0.0
2021-02-12 13:58:00,72.45328399629972,0.0
2021-02-12 14:00:00,72.44958371877891,0.0
2021-02-12 14:02:00,72.44588344125809,0.0
2021-02-12 14:04:00,72.44218316373728,0.0
2021-02-12 14:06:00,72.43848288621646,0.0
2021-02-12 14:08:00,72.43478260869566,0.0
2021-02-12 14:10:00,72.43108233117484,0.0
2021-02-12 14:12:00,72.42738205365403,0.0
2021-02-12 14:14:00,72.42368177613321,0.0
2021-02-12 14:16:00,72.4199814986124,0.0
2021-02-12 14:18:00,72.41628122109158,0.0
2021-02-12 14:20:00,72.41258094357077,0.0
2021-02-12 14:22:00,72.40888066604995,0.0
2021-02-12 14:24:00,72.40518038852915,0.0
2021-02-12 14:26:00,72.40148011100833,0.0
2021-02-12 14:28:00,72.3977798334875,0.0
2021-02-12 14:30:00,72.3940795559667,0.0
2021-02-12 14:32:00,72.39037927844588,0.0
2021-02-12 14:34:00,72.38667900092507,0.0
